0,4,20
1,4,4.2
2,4,4
3,4,4
3,4,4.8
0,4,19.6
4,5,20
4,5,20
6,5,17.5
5,7,20
4,5,23.9
5,7,20.9
5,8,23
1,4,4
5,9,5.3
5,10,12.2
2,4,3.4
